State,District,Market,Commodity_Group,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Unit,Arrival_Quantity,Arrival_Unit,Date,current_price,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,price_change_1,price_change_7,price_change_30,target_1d
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-11-08,2750,5,8,11,4,312,45,,,,,,,,,,,,,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-11-09,2750,6,9,11,4,313,45,2750.0,,,,,2750.0,,2750.0,,2750.0,,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-11-10,2750,0,10,11,4,314,46,2750.0,,,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-11-11,2750,1,11,11,4,315,46,2750.0,2750.0,,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-11-12,2750,2,12,11,4,316,46,2750.0,2750.0,,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-11-13,2750,3,13,11,4,317,46,2750.0,2750.0,,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2025-11-14,2750,4,14,11,4,318,46,2750.0,2750.0,,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2025-11-15,2750,5,15,11,4,319,46,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.28,Metric Tonnes,2025-11-16,2750,6,16,11,4,320,46,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-11-17,2750,0,17,11,4,321,47,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-11-18,2750,1,18,11,4,322,47,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-11-19,2750,2,19,11,4,323,47,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-11-20,2750,3,20,11,4,324,47,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-11-21,2750,4,21,11,4,325,47,2750.0,2750.0,2750.0,,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-11-22,2750,5,22,11,4,326,47,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.23,Metric Tonnes,2025-11-23,2750,6,23,11,4,327,47,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-11-24,2750,0,24,11,4,328,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-11-25,2750,1,25,11,4,329,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-11-26,2750,2,26,11,4,330,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-11-27,2750,3,27,11,4,331,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-11-28,2750,4,28,11,4,332,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2025-11-29,2750,5,29,11,4,333,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-11-30,2750,6,30,11,4,334,48,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-12-01,2750,0,1,12,4,335,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-12-02,2750,1,2,12,4,336,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2025-12-03,2750,2,3,12,4,337,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-12-04,2750,3,4,12,4,338,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-05,2750,4,5,12,4,339,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-12-06,2750,5,6,12,4,340,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2025-12-07,2750,6,7,12,4,341,49,2750.0,2750.0,2750.0,2750.0,,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-08,2750,0,8,12,4,342,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-12-09,2750,1,9,12,4,343,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-10,2750,2,10,12,4,344,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-12-11,2750,3,11,12,4,345,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-12,2750,4,12,12,4,346,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-12-13,2750,5,13,12,4,347,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-12-14,2750,6,14,12,4,348,50,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2025-12-15,2750,0,15,12,4,349,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-12-16,2750,1,16,12,4,350,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-12-17,2750,2,17,12,4,351,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2025-12-18,2750,3,18,12,4,352,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-19,2750,4,19,12,4,353,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-20,2750,5,20,12,4,354,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-12-21,2750,6,21,12,4,355,51,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2025-12-22,2750,0,22,12,4,356,52,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.16,Metric Tonnes,2025-12-23,2750,1,23,12,4,357,52,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2025-12-24,2750,2,24,12,4,358,52,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,3150.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3800,3150,Rs./Quintal,0.21,Metric Tonnes,2025-12-25,3150,3,25,12,4,359,52,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2750.0,0.0,400.0,400.0,400.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2025-12-26,2750,4,26,12,4,360,52,3150.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,-400.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2025-12-27,2750,5,27,12,4,361,52,2750.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2025-12-28,2750,6,28,12,4,362,52,2750.0,3150.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2025-12-29,2750,0,29,12,4,363,1,2750.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2025-12-30,2750,1,30,12,4,364,1,2750.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2025-12-31,2750,2,31,12,4,365,1,2750.0,2750.0,2750.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2026-01-01,2750,3,1,1,1,1,1,2750.0,2750.0,3150.0,2750.0,2750.0,2807.1428571428573,151.18578920369086,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,-400.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-02,2750,4,2,1,1,2,1,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-01-03,2750,5,3,1,1,3,1,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-01-04,2750,6,4,1,1,4,1,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-01-05,2750,0,5,1,1,5,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-01-06,2750,1,6,1,1,6,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.26,Metric Tonnes,2026-01-07,2750,2,7,1,1,7,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-01-08,2750,3,8,1,1,8,2,2750.0,2750.0,2750.0,3150.0,2750.0,2750.0,0.0,2778.5714285714284,106.90449676496978,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-09,2750,4,9,1,1,9,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.21,Metric Tonnes,2026-01-10,2750,5,10,1,1,10,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-11,2750,6,11,1,1,11,2,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.22,Metric Tonnes,2026-01-12,2750,0,12,1,1,12,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-13,2750,1,13,1,1,13,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.24,Metric Tonnes,2026-01-14,2750,2,14,1,1,14,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-01-15,2750,3,15,1,1,15,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.18,Metric Tonnes,2026-01-16,2750,4,16,1,1,16,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-01-17,2750,5,17,1,1,17,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-18,2750,6,18,1,1,18,3,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-01-19,2750,0,19,1,1,19,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.25,Metric Tonnes,2026-01-20,2750,1,20,1,1,20,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-21,2750,2,21,1,1,21,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.19,Metric Tonnes,2026-01-22,2750,3,22,1,1,22,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ),Vegetables,Cabbage,Cabbage,Local,2500,3000,2750,Rs./Quintal,0.2,Metric Tonnes,2026-01-23,2750,4,23,1,1,23,4,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,2750.0,0.0,2763.3333333333335,73.02967433402213,0.0,0.0,0.0,2750.0
